22223	1
22224	2
22225	3
22226	4
22227	5
22228	6
22229	7
22220	8
2222J	9
2222Q	10
2222K	11
22221	12
33332	13
33334	14
33335	15
33336	16
33337	17
33338	18
33339	19
33330	20
3333J	21
3333Q	22
3333K	23
33331	24
44442	25
44443	26
44445	27
44446	28
44447	29
44448	30
44449	31
44440	32
4444J	33
4444Q	34
4444K	35
44441	36
55552	37
55553	38
55554	39
55556	40
55557	41
55558	42
55559	43
55550	44
5555J	45
5555Q	46
5555K	47
55551	48
66662	49
66663	50
66664	51
66665	52
66667	53
66668	54
66669	55
66660	56
6666J	57
6666Q	58
6666K	59
66661	60
77772	61
77773	62
77774	63
77775	64
77776	65
77778	66
77779	67
77770	68
7777J	69
7777Q	70
7777K	71
77771	72
88882	73
88883	74
88884	75
88885	76
88886	77
88887	78
88889	79
88880	80
8888J	81
8888Q	82
8888K	83
88881	84
99992	85
99993	86
99994	87
99995	88
99996	89
99997	90
99998	91
99990	92
9999J	93
9999Q	94
9999K	95
99991	96
00002	97
00003	98
00004	99
00005	100
00006	101
00007	102
00008	103
00009	104
0000J	105
0000Q	106
0000K	107
00001	108
JJJJ2	109
JJJJ3	110
JJJJ4	111
JJJJ5	112
JJJJ6	113
JJJJ7	114
JJJJ8	115
JJJJ9	116
JJJJ0	117
JJJJQ	118
JJJJK	119
JJJJ1	120
QQQQ2	121
QQQQ3	122
QQQQ4	123
QQQQ5	124
QQQQ6	125
QQQQ7	126
QQQQ8	127
QQQQ9	128
QQQQ0	129
QQQQJ	130
QQQQK	131
QQQQ1	132
KKKK2	133
KKKK3	134
KKKK4	135
KKKK5	136
KKKK6	137
KKKK7	138
KKKK8	139
KKKK9	140
KKKK0	141
KKKKJ	142
KKKKQ	143
KKKK1	144
11112	145
11113	146
11114	147
11115	148
11116	149
11117	150
11118	151
11119	152
11110	153
1111J	154
1111Q	155
1111K	156
