22233	1
22244	2
22255	3
22266	4
22277	5
22288	6
22299	7
22200	8
222JJ	9
222QQ	10
222KK	11
22211	12
33322	13
33344	14
33355	15
33366	16
33377	17
33388	18
33399	19
33300	20
333JJ	21
333QQ	22
333KK	23
33311	24
44422	25
44433	26
44455	27
44466	28
44477	29
44488	30
44499	31
44400	32
444JJ	33
444QQ	34
444KK	35
44411	36
55522	37
55533	38
55544	39
55566	40
55577	41
55588	42
55599	43
55500	44
555JJ	45
555QQ	46
555KK	47
55511	48
66622	49
66633	50
66644	51
66655	52
66677	53
66688	54
66699	55
66600	56
666JJ	57
666QQ	58
666KK	59
66611	60
77722	61
77733	62
77744	63
77755	64
77766	65
77788	66
77799	67
77700	68
777JJ	69
777QQ	70
777KK	71
77711	72
88822	73
88833	74
88844	75
88855	76
88866	77
88877	78
88899	79
88800	80
888JJ	81
888QQ	82
888KK	83
88811	84
99922	85
99933	86
99944	87
99955	88
99966	89
99977	90
99988	91
99900	92
999JJ	93
999QQ	94
999KK	95
99911	96
00022	97
00033	98
00044	99
00055	100
00066	101
00077	102
00088	103
00099	104
000JJ	105
000QQ	106
000KK	107
00011	108
JJJ22	109
JJJ33	110
JJJ44	111
JJJ55	112
JJJ66	113
JJJ77	114
JJJ88	115
JJJ99	116
JJJ00	117
JJJQQ	118
JJJKK	119
JJJ11	120
QQQ22	121
QQQ33	122
QQQ44	123
QQQ55	124
QQQ66	125
QQQ77	126
QQQ88	127
QQQ99	128
QQQ00	129
QQQJJ	130
QQQKK	131
QQQ11	132
KKK22	133
KKK33	134
KKK44	135
KKK55	136
KKK66	137
KKK77	138
KKK88	139
KKK99	140
KKK00	141
KKKJJ	142
KKKQQ	143
KKK11	144
11122	145
11133	146
11144	147
11155	148
11166	149
11177	150
11188	151
11199	152
11100	153
111JJ	154
111QQ	155
111KK	156
