22243	1
22253	2
22254	3
22263	4
22264	5
22265	6
22273	7
22274	8
22275	9
22276	10
22283	11
22284	12
22285	13
22286	14
22287	15
22293	16
22294	17
22295	18
22296	19
22297	20
22298	21
22203	22
22204	23
22205	24
22206	25
22207	26
22208	27
22209	28
222J3	29
222J4	30
222J5	31
222J6	32
222J7	33
222J8	34
222J9	35
222J0	36
222Q3	37
222Q4	38
222Q5	39
222Q6	40
222Q7	41
222Q8	42
222Q9	43
222Q0	44
222QJ	45
222K3	46
222K4	47
222K5	48
222K6	49
222K7	50
222K8	51
222K9	52
222K0	53
222KJ	54
222KQ	55
22213	56
22214	57
22215	58
22216	59
22217	60
22218	61
22219	62
22210	63
2221J	64
2221Q	65
2221K	66
33342	67
33352	68
33354	69
33362	70
33364	71
33365	72
33372	73
33374	74
33375	75
33376	76
33382	77
33384	78
33385	79
33386	80
33387	81
33392	82
33394	83
33395	84
33396	85
33397	86
33398	87
33302	88
33304	89
33305	90
33306	91
33307	92
33308	93
33309	94
333J2	95
333J4	96
333J5	97
333J6	98
333J7	99
333J8	100
333J9	101
333J0	102
333Q2	103
333Q4	104
333Q5	105
333Q6	106
333Q7	107
333Q8	108
333Q9	109
333Q0	110
333QJ	111
333K2	112
333K4	113
333K5	114
333K6	115
333K7	116
333K8	117
333K9	118
333K0	119
333KJ	120
333KQ	121
33312	122
33314	123
33315	124
33316	125
33317	126
33318	127
33319	128
33310	129
3331J	130
3331Q	131
3331K	132
44432	133
44452	134
44453	135
44462	136
44463	137
44465	138
44472	139
44473	140
44475	141
44476	142
44482	143
44483	144
44485	145
44486	146
44487	147
44492	148
44493	149
44495	150
44496	151
44497	152
44498	153
44402	154
44403	155
44405	156
44406	157
44407	158
44408	159
44409	160
444J2	161
444J3	162
444J5	163
444J6	164
444J7	165
444J8	166
444J9	167
444J0	168
444Q2	169
444Q3	170
444Q5	171
444Q6	172
444Q7	173
444Q8	174
444Q9	175
444Q0	176
444QJ	177
444K2	178
444K3	179
444K5	180
444K6	181
444K7	182
444K8	183
444K9	184
444K0	185
444KJ	186
444KQ	187
44412	188
44413	189
44415	190
44416	191
44417	192
44418	193
44419	194
44410	195
4441J	196
